Tienda;diadeSemana;fecha;ventas;Clientes;Open;Promo;StateHoliday;SchoolHoliday
293;4;30/07/2015;6748;837;1;1;0;1
294;4;30/07/2015;7855;855;1;1;0;1
295;4;30/07/2015;7240;887;1;1;0;1
296;4;30/07/2015;7898;746;1;1;0;1
297;4;30/07/2015;8318;808;1;1;0;1
298;4;30/07/2015;8765;683;1;1;0;0
299;4;30/07/2015;9853;1020;1;1;0;1
300;4;30/07/2015;8095;909;1;1;0;1
301;4;30/07/2015;6307;577;1;1;0;1
302;4;30/07/2015;4099;326;1;1;0;1
303;4;30/07/2015;7199;714;1;1;0;1
304;4;30/07/2015;7300;946;1;1;0;1
305;4;30/07/2015;6484;556;1;1;0;1
306;4;30/07/2015;5643;574;1;1;0;0
307;4;30/07/2015;3632;373;1;1;0;1
308;4;30/07/2015;9306;884;1;1;0;1
309;4;30/07/2015;8231;641;1;1;0;1
310;4;30/07/2015;11135;824;1;1;0;1
311;4;30/07/2015;7542;779;1;1;0;1
312;4;30/07/2015;6067;550;1;1;0;1
313;4;30/07/2015;8760;754;1;1;0;1
314;4;30/07/2015;6330;651;1;1;0;1
315;4;30/07/2015;4723;496;1;1;0;1
316;4;30/07/2015;10450;905;1;1;0;1
317;4;30/07/2015;6200;591;1;1;0;0
318;4;30/07/2015;8000;671;1;1;0;1
319;4;30/07/2015;7955;764;1;1;0;1
320;4;30/07/2015;16912;2071;1;1;0;1
321;4;30/07/2015;7119;656;1;1;0;1
322;4;30/07/2015;6333;685;1;1;0;1
323;4;30/07/2015;7648;607;1;1;0;1
324;4;30/07/2015;7724;865;1;1;0;1
325;4;30/07/2015;9089;923;1;1;0;1
326;4;30/07/2015;6385;453;1;1;0;1
327;4;30/07/2015;8328;965;1;1;0;1
328;4;30/07/2015;4781;516;1;1;0;1
329;4;30/07/2015;7316;672;1;1;0;1
330;4;30/07/2015;4201;400;1;1;0;1
331;4;30/07/2015;6202;751;1;1;0;1
332;4;30/07/2015;4292;489;1;1;0;1
333;4;30/07/2015;11634;1332;1;1;0;1
334;4;30/07/2015;6050;539;1;1;0;1
335;4;30/07/2015;16308;2523;1;1;0;1
336;4;30/07/2015;15959;2051;1;1;0;1
337;4;30/07/2015;6031;398;1;1;0;1
338;4;30/07/2015;7538;609;1;1;0;1
339;4;30/07/2015;5511;668;1;1;0;1
340;4;30/07/2015;6732;645;1;1;0;1
341;4;30/07/2015;5326;667;1;1;0;1
342;4;30/07/2015;13146;893;1;1;0;0
343;4;30/07/2015;8420;727;1;1;0;1
344;4;30/07/2015;10488;1168;1;1;0;1
345;4;30/07/2015;5459;580;1;1;0;0
346;4;30/07/2015;7781;656;1;1;0;1
347;4;30/07/2015;5716;431;1;1;0;1
348;4;30/07/2015;10112;787;1;1;0;0
349;4;30/07/2015;8450;831;1;1;0;1
350;4;30/07/2015;7772;497;1;1;0;1
351;4;30/07/2015;7523;554;1;1;0;1
352;4;30/07/2015;7748;626;1;1;0;1
353;4;30/07/2015;6514;1645;1;1;0;1
354;4;30/07/2015;7992;620;1;1;0;1
355;4;30/07/2015;9842;1054;1;1;0;1
356;4;30/07/2015;7495;514;1;1;0;1
357;4;30/07/2015;9981;1101;1;1;0;1
358;4;30/07/2015;11466;1119;1;1;0;1
359;4;30/07/2015;7694;635;1;1;0;1
360;4;30/07/2015;7854;721;1;1;0;1
361;4;30/07/2015;7894;694;1;1;0;1
362;4;30/07/2015;10216;1169;1;1;0;1
363;4;30/07/2015;6942;860;1;1;0;1
364;4;30/07/2015;6250;691;1;1;0;1
365;4;30/07/2015;8197;737;1;1;0;0
366;4;30/07/2015;8215;697;1;1;0;1
367;4;30/07/2015;4945;479;1;1;0;1
368;4;30/07/2015;12314;812;1;1;0;1
369;4;30/07/2015;6986;573;1;1;0;1
370;4;30/07/2015;9120;687;1;1;0;1
371;4;30/07/2015;7633;558;1;1;0;1
372;4;30/07/2015;9867;738;1;1;0;1
373;4;30/07/2015;5028;333;1;1;0;1
374;4;30/07/2015;7271;793;1;1;0;1
375;4;30/07/2015;11497;873;1;1;0;1
376;4;30/07/2015;8327;871;1;1;0;1
377;4;30/07/2015;9044;894;1;1;0;1
378;4;30/07/2015;8125;1117;1;1;0;1
379;4;30/07/2015;4653;457;1;1;0;1
380;4;30/07/2015;14706;1354;1;1;0;1
381;4;30/07/2015;10231;966;1;1;0;1
382;4;30/07/2015;9028;707;1;1;0;1
383;4;30/07/2015;19194;2170;1;1;0;1
384;4;30/07/2015;11088;1186;1;1;0;1
385;4;30/07/2015;7699;678;1;1;0;0
386;4;30/07/2015;8658;617;1;1;0;1
387;4;30/07/2015;10764;1213;1;1;0;1
388;4;30/07/2015;10708;1085;1;1;0;1
389;4;30/07/2015;12000;1289;1;1;0;1
390;4;30/07/2015;11936;979;1;1;0;1
391;4;30/07/2015;6777;697;1;1;0;1
392;4;30/07/2015;6805;680;1;1;0;1
393;4;30/07/2015;6852;620;1;1;0;1
394;4;30/07/2015;8920;684;1;1;0;1
395;4;30/07/2015;3434;429;1;1;0;1
396;4;30/07/2015;14092;1338;1;1;0;1
397;4;30/07/2015;6728;734;1;1;0;1
398;4;30/07/2015;7098;665;1;1;0;1
399;4;30/07/2015;6960;625;1;1;0;0
400;4;30/07/2015;9654;1238;1;1;0;1
401;4;30/07/2015;8706;696;1;1;0;1
402;4;30/07/2015;6815;657;1;1;0;1
403;4;30/07/2015;8227;769;1;1;0;1
404;4;30/07/2015;6772;695;1;1;0;1
405;4;30/07/2015;5084;495;1;1;0;1
406;4;30/07/2015;7903;535;1;1;0;1
407;4;30/07/2015;4843;394;1;1;0;0
408;4;30/07/2015;6129;510;1;1;0;1
409;4;30/07/2015;9211;678;1;1;0;1
410;4;30/07/2015;6812;779;1;1;0;1
411;4;30/07/2015;10325;722;1;1;0;1
412;4;30/07/2015;10247;672;1;1;0;0
413;4;30/07/2015;8642;1045;1;1;0;0
414;4;30/07/2015;7278;486;1;1;0;1
415;4;30/07/2015;7257;587;1;1;0;1
416;4;30/07/2015;12628;1389;1;1;0;1
417;4;30/07/2015;7434;678;1;1;0;1
418;4;30/07/2015;6038;546;1;1;0;1
419;4;30/07/2015;5614;796;1;1;0;1
420;4;30/07/2015;5767;485;1;1;0;0
421;4;30/07/2015;13964;1263;1;1;0;1
422;4;30/07/2015;4676;425;1;1;0;1
423;4;30/07/2015;11101;1895;1;1;0;1
424;4;30/07/2015;7076;681;1;1;0;1
425;4;30/07/2015;3150;395;1;1;0;1
426;4;30/07/2015;5125;590;1;1;0;1
427;4;30/07/2015;12943;933;1;1;0;0
428;4;30/07/2015;7610;598;1;1;0;0
429;4;30/07/2015;6145;461;1;1;0;0
430;4;30/07/2015;10116;737;1;1;0;0
431;4;30/07/2015;10765;1043;1;1;0;1
432;4;30/07/2015;13839;1726;1;1;0;1
433;4;30/07/2015;7092;734;1;1;0;1
434;4;30/07/2015;11115;715;1;1;0;0
435;4;30/07/2015;3405;378;1;1;0;1
436;4;30/07/2015;6333;648;1;1;0;1
437;4;30/07/2015;7596;726;1;1;0;1
438;4;30/07/2015;6078;561;1;1;0;1
439;4;30/07/2015;6905;790;1;1;0;1
440;4;30/07/2015;6681;626;1;1;0;1
441;4;30/07/2015;6399;673;1;1;0;1
442;4;30/07/2015;5809;518;1;1;0;1
443;4;30/07/2015;5920;518;1;1;0;1
444;4;30/07/2015;12129;1343;1;1;0;1
445;4;30/07/2015;9424;1309;1;1;0;1
446;4;30/07/2015;5561;598;1;1;0;1
447;4;30/07/2015;4704;510;1;1;0;1
448;4;30/07/2015;8584;691;1;1;0;1
449;4;30/07/2015;11944;1461;1;1;0;1
450;4;30/07/2015;13984;1455;1;1;0;1
451;4;30/07/2015;6385;486;1;1;0;1
452;4;30/07/2015;6254;538;1;1;0;1
453;4;30/07/2015;12678;1403;1;1;0;1
454;4;30/07/2015;7210;737;1;1;0;1
455;4;30/07/2015;9372;509;1;1;0;1
456;4;30/07/2015;7231;924;1;1;0;1
457;4;30/07/2015;6350;497;1;1;0;0
458;4;30/07/2015;7531;622;1;1;0;1
459;4;30/07/2015;10847;1173;1;1;0;1
460;4;30/07/2015;4472;411;1;1;0;1
461;4;30/07/2015;4882;478;1;1;0;1
462;4;30/07/2015;5259;647;1;1;0;1
463;4;30/07/2015;6068;876;1;1;0;1
464;4;30/07/2015;10953;1256;1;1;0;1
465;4;30/07/2015;9077;640;1;1;0;1
466;4;30/07/2015;8869;727;1;1;0;1
467;4;30/07/2015;14503;1586;1;1;0;1
468;4;30/07/2015;9458;912;1;1;0;1
469;4;30/07/2015;12844;1491;1;1;0;1
470;4;30/07/2015;12576;1607;1;1;0;1
471;4;30/07/2015;8119;646;1;1;0;0
472;4;30/07/2015;6281;659;1;1;0;1
473;4;30/07/2015;4171;503;1;1;0;1
474;4;30/07/2015;7921;728;1;1;0;1
475;4;30/07/2015;5814;865;1;1;0;1
476;4;30/07/2015;7205;688;1;1;0;1
477;4;30/07/2015;6766;448;1;1;0;0
478;4;30/07/2015;7985;694;1;1;0;1
479;4;30/07/2015;14465;1429;1;1;0;1
480;4;30/07/2015;4940;608;1;1;0;1
481;4;30/07/2015;6485;531;1;1;0;1
482;4;30/07/2015;9017;930;1;1;0;1
483;4;30/07/2015;7614;860;1;1;0;1
484;4;30/07/2015;8031;672;1;1;0;1
485;4;30/07/2015;6782;512;1;1;0;0
486;4;30/07/2015;5735;606;1;1;0;1
487;4;30/07/2015;9484;754;1;1;0;1
488;4;30/07/2015;2999;314;1;1;0;1
489;4;30/07/2015;10307;769;1;1;0;1
490;4;30/07/2015;8458;1061;1;1;0;0
491;4;30/07/2015;8141;623;1;1;0;1
492;4;30/07/2015;8929;1245;1;1;0;0
493;4;30/07/2015;10321;867;1;1;0;1
494;4;30/07/2015;9013;1095;1;1;0;1
495;4;30/07/2015;6671;441;1;1;0;1
496;4;30/07/2015;8172;736;1;1;0;1
497;4;30/07/2015;9264;1032;1;1;0;1
498;4;30/07/2015;6953;891;1;1;0;0
499;4;30/07/2015;6651;786;1;1;0;1
500;4;30/07/2015;7853;505;1;1;0;0
501;4;30/07/2015;6097;602;1;1;0;0
502;4;30/07/2015;12534;1522;1;1;0;1
503;4;30/07/2015;9715;608;1;1;0;1
504;4;30/07/2015;7075;878;1;1;0;1
505;4;30/07/2015;6546;663;1;1;0;1
506;4;30/07/2015;7922;836;1;1;0;1
507;4;30/07/2015;9704;694;1;1;0;1
508;4;30/07/2015;8006;700;1;1;0;1
509;4;30/07/2015;6975;533;1;1;0;1
510;4;30/07/2015;9186;818;1;1;0;1
511;4;30/07/2015;5440;732;1;1;0;1
512;4;30/07/2015;6606;1527;1;1;0;0
513;4;30/07/2015;17623;1896;1;1;0;1
514;4;30/07/2015;6981;674;1;1;0;0
515;4;30/07/2015;10131;740;1;1;0;1
516;4;30/07/2015;7996;862;1;1;0;1
517;4;30/07/2015;7802;732;1;1;0;1
518;4;30/07/2015;7440;545;1;1;0;0
519;4;30/07/2015;6309;607;1;1;0;1
520;4;30/07/2015;4281;412;1;1;0;1
521;4;30/07/2015;6260;462;1;1;0;1
522;4;30/07/2015;10430;741;1;1;0;0
523;4;30/07/2015;14171;1476;1;1;0;1
524;4;30/07/2015;10041;894;1;1;0;1
525;4;30/07/2015;9673;757;1;1;0;1
526;4;30/07/2015;13164;1550;1;1;0;1
527;4;30/07/2015;10469;897;1;1;0;1
528;4;30/07/2015;12792;981;1;1;0;1
529;4;30/07/2015;8731;762;1;1;0;1
530;4;30/07/2015;8020;1316;1;1;0;1
531;4;30/07/2015;5144;548;1;1;0;1
532;4;30/07/2015;11119;1217;1;1;0;1
533;4;30/07/2015;13128;1078;1;1;0;1
534;4;30/07/2015;9246;653;1;1;0;0
535;4;30/07/2015;9373;960;1;1;0;1
536;4;30/07/2015;10052;882;1;1;0;1
537;4;30/07/2015;8144;764;1;1;0;1
538;4;30/07/2015;3834;539;1;1;0;1
539;4;30/07/2015;13424;1205;1;1;0;0
540;4;30/07/2015;8241;531;1;1;0;0
541;4;30/07/2015;8756;918;1;1;0;1
542;4;30/07/2015;7236;601;1;1;0;0
543;4;30/07/2015;3309;273;1;1;0;1
544;4;30/07/2015;14988;1814;1;1;0;1
545;4;30/07/2015;12624;1024;1;1;0;1
546;4;30/07/2015;14553;1599;1;1;0;1
547;4;30/07/2015;8165;535;1;1;0;0
548;4;30/07/2015;4674;318;1;1;0;1
549;4;30/07/2015;4629;518;1;1;0;1
550;4;30/07/2015;5810;438;1;1;0;1
551;4;30/07/2015;6429;887;1;1;0;1
552;4;30/07/2015;9055;740;1;1;0;1
553;4;30/07/2015;8898;734;1;1;0;1
554;4;30/07/2015;5086;609;1;1;0;1
555;4;30/07/2015;5990;499;1;1;0;0
556;4;30/07/2015;7837;855;1;1;0;1
557;4;30/07/2015;4196;580;1;1;0;1
558;4;30/07/2015;3500;464;1;1;0;1
559;4;30/07/2015;7387;880;1;1;0;1
560;4;30/07/2015;14653;1615;1;1;0;1
561;4;30/07/2015;7535;682;1;1;0;1
562;4;30/07/2015;18577;2984;1;1;0;1
563;4;30/07/2015;4898;591;1;1;0;1
564;4;30/07/2015;6413;523;1;1;0;1
565;4;30/07/2015;6938;699;1;1;0;1
566;4;30/07/2015;5741;543;1;1;0;1
567;4;30/07/2015;5983;670;1;1;0;1
568;4;30/07/2015;6137;429;1;1;0;1
569;4;30/07/2015;4304;633;1;1;0;1
570;4;30/07/2015;3908;560;1;1;0;1
571;4;30/07/2015;8559;600;1;1;0;0
572;4;30/07/2015;7766;570;1;1;0;1
573;4;30/07/2015;4298;359;1;1;0;0
574;4;30/07/2015;11157;699;1;1;0;1
575;4;30/07/2015;7689;630;1;1;0;0
576;4;30/07/2015;6691;846;1;1;0;1
577;4;30/07/2015;4061;442;1;1;0;1
578;4;30/07/2015;12541;1172;1;1;0;1
579;4;30/07/2015;8129;850;1;1;0;1
580;4;30/07/2015;8995;1296;1;1;0;1
581;4;30/07/2015;5747;584;1;1;0;1
582;4;30/07/2015;7535;860;1;1;0;1
583;4;30/07/2015;4532;437;1;1;0;1
584;4;30/07/2015;5301;437;1;1;0;1
585;4;30/07/2015;5863;662;1;1;0;1
586;4;30/07/2015;16307;2279;1;1;0;1
587;4;30/07/2015;11542;759;1;1;0;0
588;4;30/07/2015;7724;683;1;1;0;1
589;4;30/07/2015;6148;570;1;1;0;1
590;4;30/07/2015;5654;390;1;1;0;1
591;4;30/07/2015;6750;515;1;1;0;1
592;4;30/07/2015;5259;634;1;1;0;1
593;4;30/07/2015;12571;1413;1;1;0;1
594;4;30/07/2015;4451;461;1;1;0;1
595;4;30/07/2015;14978;1597;1;1;0;1
596;4;30/07/2015;5136;741;1;1;0;1
597;4;30/07/2015;6221;828;1;1;0;1
598;4;30/07/2015;7030;754;1;1;0;0
599;4;30/07/2015;10234;814;1;1;0;1
600;4;30/07/2015;9309;658;1;1;0;1
601;4;30/07/2015;5249;394;1;1;0;1
602;4;30/07/2015;7007;627;1;1;0;1
603;4;30/07/2015;8713;1113;1;1;0;1
604;4;30/07/2015;7673;566;1;1;0;0
605;4;30/07/2015;9623;581;1;1;0;1
606;4;30/07/2015;5739;563;1;1;0;1
607;4;30/07/2015;4331;460;1;1;0;1
608;4;30/07/2015;13085;1129;1;1;0;1
609;4;30/07/2015;4995;492;1;1;0;1
610;4;30/07/2015;4228;470;1;1;0;1
611;4;30/07/2015;6291;498;1;1;0;0
612;4;30/07/2015;7850;442;1;1;0;0
613;4;30/07/2015;6872;903;1;1;0;1
614;4;30/07/2015;7054;975;1;1;0;1
615;4;30/07/2015;10078;1213;1;1;0;1
616;4;30/07/2015;8137;733;1;1;0;1
617;4;30/07/2015;7335;645;1;1;0;1
618;4;30/07/2015;8189;524;1;1;0;1
619;4;30/07/2015;7351;529;1;1;0;0
620;4;30/07/2015;9976;803;1;1;0;0
621;4;30/07/2015;5837;744;1;1;0;1
622;4;30/07/2015;5412;406;1;1;0;1
623;4;30/07/2015;7454;807;1;1;0;1
624;4;30/07/2015;8159;720;1;1;0;1
625;4;30/07/2015;6807;652;1;1;0;1
626;4;30/07/2015;12281;952;1;1;0;1
627;4;30/07/2015;7760;694;1;1;0;1
628;4;30/07/2015;7670;806;1;1;0;1
629;4;30/07/2015;7252;565;1;1;0;0
630;4;30/07/2015;7768;843;1;1;0;1
631;4;30/07/2015;5650;574;1;1;0;1
632;4;30/07/2015;7772;900;1;1;0;1
633;4;30/07/2015;6617;474;1;1;0;0
634;4;30/07/2015;8270;755;1;1;0;1
635;4;30/07/2015;7676;659;1;1;0;1
636;4;30/07/2015;9084;914;1;1;0;0
637;4;30/07/2015;11803;859;1;1;0;0
638;4;30/07/2015;7197;536;1;1;0;0
639;4;30/07/2015;4862;437;1;1;0;1
640;4;30/07/2015;10850;730;1;1;0;1
641;4;30/07/2015;6726;625;1;1;0;1
642;4;30/07/2015;3287;394;1;1;0;1
643;4;30/07/2015;8543;880;1;1;0;1
644;4;30/07/2015;10081;1070;1;1;0;0
645;4;30/07/2015;15681;1599;1;1;0;1
646;4;30/07/2015;5992;764;1;1;0;0
647;4;30/07/2015;6260;612;1;1;0;1
648;4;30/07/2015;6861;543;1;1;0;1
649;4;30/07/2015;3538;358;1;1;0;1
650;4;30/07/2015;7171;687;1;1;0;0
651;4;30/07/2015;7241;850;1;1;0;1
652;4;30/07/2015;8503;791;1;1;0;1
653;4;30/07/2015;7396;536;1;1;0;1
654;4;30/07/2015;8114;760;1;1;0;1
655;4;30/07/2015;9988;757;1;1;0;1
656;4;30/07/2015;3944;377;1;1;0;1
657;4;30/07/2015;6264;721;1;1;0;1
658;4;30/07/2015;5765;550;1;1;0;1
659;4;30/07/2015;5801;661;1;1;0;1
660;4;30/07/2015;7027;655;1;1;0;0
661;4;30/07/2015;6335;485;1;1;0;1
662;4;30/07/2015;8656;729;1;1;0;1
663;4;30/07/2015;7084;871;1;1;0;1
664;4;30/07/2015;6431;663;1;1;0;1
665;4;30/07/2015;9400;1303;1;1;0;1
666;4;30/07/2015;10116;828;1;1;0;1
667;4;30/07/2015;9417;764;1;1;0;1
668;4;30/07/2015;9491;1115;1;1;0;1
669;4;30/07/2015;5274;442;1;1;0;0
670;4;30/07/2015;8683;798;1;1;0;0
671;4;30/07/2015;8045;712;1;1;0;0
672;4;30/07/2015;8862;1269;1;1;0;1
673;4;30/07/2015;10882;770;1;1;0;1
674;4;30/07/2015;9294;962;1;1;0;1
675;4;30/07/2015;5929;634;1;1;0;1
676;4;30/07/2015;9128;1852;1;1;0;1
677;4;30/07/2015;7761;651;1;1;0;0
678;4;30/07/2015;8617;792;1;1;0;1
679;4;30/07/2015;9558;930;1;1;0;1
680;4;30/07/2015;6866;844;1;1;0;1
681;4;30/07/2015;4860;566;1;1;0;1
682;4;30/07/2015;13026;1837;1;1;0;1
683;4;30/07/2015;8879;847;1;1;0;1
684;4;30/07/2015;10163;721;1;1;0;0
685;4;30/07/2015;7205;623;1;1;0;1
686;4;30/07/2015;8244;897;1;1;0;1
687;4;30/07/2015;9416;752;1;1;0;1
688;4;30/07/2015;4188;416;1;1;0;1
689;4;30/07/2015;7416;710;1;1;0;1
690;4;30/07/2015;5565;775;1;1;0;1
691;4;30/07/2015;9221;582;1;1;0;1
692;4;30/07/2015;7397;780;1;1;0;1
693;4;30/07/2015;7916;569;1;1;0;1
694;4;30/07/2015;9412;796;1;1;0;0
695;4;30/07/2015;7159;616;1;1;0;1
696;4;30/07/2015;9783;1023;1;1;0;1
697;4;30/07/2015;11477;945;1;1;0;1
698;4;30/07/2015;15796;1795;1;1;0;1
699;4;30/07/2015;9581;1096;1;1;0;1
700;4;30/07/2015;5518;625;1;1;0;1
701;4;30/07/2015;7622;693;1;1;0;0
702;4;30/07/2015;6064;439;1;1;0;0
703;4;30/07/2015;2897;334;1;1;0;1
704;4;30/07/2015;10659;1069;1;1;0;1
705;4;30/07/2015;9108;1006;1;1;0;1
706;4;30/07/2015;7122;596;1;1;0;0
707;4;30/07/2015;10094;934;1;1;0;1
708;4;30/07/2015;6591;601;1;1;0;1
709;4;30/07/2015;10132;1286;1;1;0;1
710;4;30/07/2015;5737;416;1;1;0;0
711;4;30/07/2015;7164;514;1;1;0;0
712;4;30/07/2015;7601;655;1;1;0;0
713;4;30/07/2015;9881;1031;1;1;0;1
714;4;30/07/2015;6247;388;1;1;0;1
715;4;30/07/2015;7856;778;1;1;0;1
716;4;30/07/2015;6693;488;1;1;0;0
717;4;30/07/2015;5646;539;1;1;0;1
718;4;30/07/2015;9103;848;1;1;0;1
719;4;30/07/2015;6761;516;1;1;0;0
720;4;30/07/2015;8264;690;1;1;0;1
721;4;30/07/2015;8629;725;1;1;0;1
722;4;30/07/2015;8521;1269;1;1;0;1
723;4;30/07/2015;10117;705;1;1;0;1
724;4;30/07/2015;7807;767;1;1;0;1
725;4;30/07/2015;6783;594;1;1;0;1
726;4;30/07/2015;12562;1055;1;1;0;1
727;4;30/07/2015;5357;495;1;1;0;1
728;4;30/07/2015;6323;488;1;1;0;1
729;4;30/07/2015;11337;1026;1;1;0;1
730;4;30/07/2015;6771;786;1;1;0;1
731;4;30/07/2015;9700;841;1;1;0;1
732;4;30/07/2015;10812;1214;1;1;0;1
733;4;30/07/2015;14531;3145;1;1;0;1
734;4;30/07/2015;5725;470;1;1;0;1
735;4;30/07/2015;6249;528;1;1;0;1
736;4;30/07/2015;7093;609;1;1;0;0
737;4;30/07/2015;6719;869;1;1;0;1
738;4;30/07/2015;9250;689;1;1;0;1
739;4;30/07/2015;10692;826;1;1;0;0
740;4;30/07/2015;8162;553;1;1;0;1
741;4;30/07/2015;9436;1026;1;1;0;1
742;4;30/07/2015;9353;894;1;1;0;1
743;4;30/07/2015;4772;479;1;1;0;1
744;4;30/07/2015;8435;866;1;1;0;0
745;4;30/07/2015;9628;737;1;1;0;1
746;4;30/07/2015;7357;571;1;1;0;1
747;4;30/07/2015;9946;722;1;1;0;1
748;4;30/07/2015;5734;480;1;1;0;1
749;4;30/07/2015;5243;575;1;1;0;1
750;4;30/07/2015;5842;433;1;1;0;0
751;4;30/07/2015;4162;512;1;1;0;1
752;4;30/07/2015;6459;510;1;1;0;1
753;4;30/07/2015;8972;667;1;1;0;1
754;4;30/07/2015;8588;912;1;1;0;1
755;4;30/07/2015;11456;918;1;1;0;1
756;4;30/07/2015;18741;2292;1;1;0;1
757;4;30/07/2015;7813;622;1;1;0;1
758;4;30/07/2015;5753;679;1;1;0;1
759;4;30/07/2015;9791;861;1;1;0;1
760;4;30/07/2015;7249;1237;1;1;0;1
761;4;30/07/2015;9296;964;1;1;0;1
762;4;30/07/2015;5466;486;1;1;0;1
763;4;30/07/2015;6933;623;1;1;0;1
764;4;30/07/2015;5053;497;1;1;0;1
765;4;30/07/2015;11083;807;1;1;0;1
766;4;30/07/2015;7123;604;1;1;0;0
767;4;30/07/2015;6199;572;1;1;0;1
768;4;30/07/2015;14590;1323;1;1;0;1
769;4;30/07/2015;11231;3099;1;1;0;1
770;4;30/07/2015;6166;631;1;1;0;1
771;4;30/07/2015;8374;807;1;1;0;0
772;4;30/07/2015;4301;530;1;1;0;1
773;4;30/07/2015;6105;793;1;1;0;1
774;4;30/07/2015;5347;611;1;1;0;1
775;4;30/07/2015;10337;655;1;1;0;0
776;4;30/07/2015;5310;560;1;1;0;1
777;4;30/07/2015;5116;438;1;1;0;1
778;4;30/07/2015;6824;791;1;1;0;0
779;4;30/07/2015;8207;766;1;1;0;1
780;4;30/07/2015;7896;920;1;1;0;1
781;4;30/07/2015;4831;609;1;1;0;1
782;4;30/07/2015;6001;502;1;1;0;1
783;4;30/07/2015;7736;652;1;1;0;1
784;4;30/07/2015;6994;708;1;1;0;1
785;4;30/07/2015;8803;665;1;1;0;1
786;4;30/07/2015;3722;501;1;1;0;1
787;4;30/07/2015;10807;1083;1;1;0;1
788;4;30/07/2015;16693;1586;1;1;0;1
789;4;30/07/2015;4662;550;1;1;0;1
790;4;30/07/2015;7732;647;1;1;0;1
791;4;30/07/2015;9553;871;1;1;0;1
792;4;30/07/2015;9090;732;1;1;0;1
793;4;30/07/2015;5061;461;1;1;0;1
794;4;30/07/2015;3254;549;1;1;0;1
795;4;30/07/2015;4996;445;1;1;0;1
796;4;30/07/2015;9260;737;1;1;0;1
797;4;30/07/2015;5239;484;1;1;0;0
798;4;30/07/2015;7963;873;1;1;0;1
799;4;30/07/2015;9444;851;1;1;0;1
800;4;30/07/2015;6089;496;1;1;0;1
801;4;30/07/2015;8207;702;1;1;0;1
802;4;30/07/2015;8878;556;1;1;0;1
803;4;30/07/2015;6601;486;1;1;0;1
804;4;30/07/2015;5876;454;1;1;0;0
805;4;30/07/2015;6383;560;1;1;0;0
806;4;30/07/2015;9210;616;1;1;0;0
807;4;30/07/2015;9477;898;1;1;0;1
808;4;30/07/2015;9579;676;1;1;0;1
809;4;30/07/2015;10221;818;1;1;0;1
810;4;30/07/2015;6124;461;1;1;0;1
811;4;30/07/2015;4406;679;1;1;0;1
812;4;30/07/2015;6650;786;1;1;0;1
813;4;30/07/2015;7132;701;1;1;0;1
814;4;30/07/2015;10220;791;1;1;0;1
815;4;30/07/2015;7983;666;1;1;0;0
816;4;30/07/2015;4559;602;1;1;0;1
817;4;30/07/2015;22177;2941;1;1;0;1
818;4;30/07/2015;6752;613;1;1;0;1
819;4;30/07/2015;6334;523;1;1;0;1
820;4;30/07/2015;14208;1194;1;1;0;0
821;4;30/07/2015;7641;843;1;1;0;1
822;4;30/07/2015;9627;678;1;1;0;1
823;4;30/07/2015;6410;567;1;1;0;1
824;4;30/07/2015;6893;763;1;1;0;1
825;4;30/07/2015;5769;641;1;1;0;0
826;4;30/07/2015;8747;749;1;1;0;1
827;4;30/07/2015;15671;1806;1;1;0;1
828;4;30/07/2015;5821;598;1;1;0;1
829;4;30/07/2015;7339;864;1;1;0;1
830;4;30/07/2015;7614;544;1;1;0;1
831;4;30/07/2015;13681;1579;1;1;0;1
832;4;30/07/2015;7628;576;1;1;0;1
833;4;30/07/2015;6620;524;1;1;0;1
834;4;30/07/2015;6399;660;1;1;0;1
835;4;30/07/2015;6159;605;1;1;0;1
836;4;30/07/2015;6343;720;1;1;0;1
837;4;30/07/2015;4470;502;1;1;0;1
838;4;30/07/2015;8699;817;1;1;0;1
839;4;30/07/2015;4375;555;1;1;0;1
840;4;30/07/2015;8183;1059;1;1;0;1
841;4;30/07/2015;2634;373;1;1;0;1
842;4;30/07/2015;20363;1190;1;1;0;0
843;4;30/07/2015;9326;1000;1;1;0;1
844;4;30/07/2015;4471;409;1;1;0;1
845;4;30/07/2015;5090;343;1;1;0;1
846;4;30/07/2015;11978;907;1;1;0;1
847;4;30/07/2015;7380;925;1;1;0;1
848;4;30/07/2015;9474;900;1;1;0;1
849;4;30/07/2015;9459;903;1;1;0;1
850;4;30/07/2015;6081;609;1;1;0;1
851;4;30/07/2015;6207;491;1;1;0;0
852;4;30/07/2015;5929;628;1;1;0;1
853;4;30/07/2015;12249;1257;1;1;0;1
854;4;30/07/2015;5328;540;1;1;0;1
855;4;30/07/2015;8447;782;1;1;0;1
856;4;30/07/2015;8167;924;1;1;0;1
857;4;30/07/2015;9334;973;1;1;0;1
858;4;30/07/2015;6080;501;1;1;0;0
859;4;30/07/2015;8132;799;1;1;0;0
860;4;30/07/2015;8063;809;1;1;0;1
861;4;30/07/2015;4923;625;1;1;0;1
862;4;30/07/2015;9337;938;1;1;0;1
863;4;30/07/2015;9506;1007;1;1;0;1
864;4;30/07/2015;5624;674;1;1;0;1
865;4;30/07/2015;7327;612;1;1;0;1
866;4;30/07/2015;8991;578;1;1;0;1
867;4;30/07/2015;6237;531;1;1;0;1
868;4;30/07/2015;11790;657;1;1;0;1
869;4;30/07/2015;6494;861;1;1;0;1
